id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23231315,Rental unit in València · ★4.44 · 3 bedrooms · 5 beds · 1 bath,172843623,Maria Isabel,EXTRAMURS,ARRANCAPINS,39.47089,-0.38554,Entire home/apt,100,3,156,2023-09-14,2.33,1,325,42,VT45427V
23246329,Rental unit in València · ★4.40 · 4 bedrooms · 4 beds · 4 baths,52574981,Hello,ALGIROS,CIUTAT JARDI,39.47218,-0.34068,Entire home/apt,86,3,10,2023-08-17,0.39,8,0,5,
23246432,Loft in València · ★4.56 · 1 bedroom · 1 bed · 1 bath,123391591,Maria Jose,CIUTAT VELLA,EL PILAR,39.47247,-0.38121,Entire home/apt,89,5,169,2023-08-23,2.50,1,47,34,VT-43667-V
22669226,Rental unit in València · ★4.67 · 4 bedrooms · 5 beds · 3.5 baths,143564693,Oscar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46772,-0.33144,Entire home/apt,100,3,116,2023-09-11,1.70,2,42,34,VT-43779-V
23246735,Rental unit in València · ★4.73 · 4 bedrooms · 4 beds · 4 baths,52574981,Hello,POBLATS MARITIMS,BETERO,39.47433,-0.33553,Entire home/apt,97,3,11,2023-08-26,0.18,8,0,2,VT-41977-V
23246819,Rental unit in València · ★4.39 · Studio · 2 beds · 1 shared bath,168285217,Cristina,QUATRE CARRERES,MONT-OLIVET,39.46129,-0.36505,Private room,37,1,104,2023-06-06,1.55,3,67,12,
22677603,Rental unit in València · ★4.56 · 2 bedrooms · 3 beds · 2 baths,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.46287,-0.35593,Entire home/apt,176,1,79,2023-08-30,1.21,34,62,30,AT-42139-V
22678785,Rental unit in València · ★4.88 · 3 bedrooms · 4 beds · 1.5 baths,167135598,Emile,L'EIXAMPLE,LA GRAN VIA,39.46359,-0.36272,Entire home/apt,150,3,122,2023-09-01,1.79,1,230,22,VT-47018-V
23265780,Rental unit in València · ★4.84 · 2 bedrooms · 2 beds · 1 bath,129996041,Marcos,CAMPANAR,LES TENDETES,39.48439,-0.38539,Entire home/apt,165,4,113,2023-09-04,1.68,8,114,16,VT-44509-V
23272396,Rental unit in València · ★4.69 · 1 bedroom · 2 beds · 1 bath,173230641,Fernando,EXTRAMURS,LA PETXINA,39.47127,-0.38695,Entire home/apt,102,4,82,2023-09-04,1.23,3,301,9,VT-44596-V
22686405,Loft in València · ★4.86 · 3 bedrooms · 5 beds · 2 baths,56188208,Rafa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46556,-0.33045,Entire home/apt,180,4,245,2023-09-07,3.61,6,317,46,VT-44122-V
23273443,Rental unit in València · ★4.70 · 1 bedroom · 2 beds · 1.5 baths,61658448,Paula,QUATRE CARRERES,EN CORTS,39.452,-0.37155,Entire home/apt,97,3,119,2023-09-05,1.77,2,3,22,VT-44090-V
22746071,Tiny home in València · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,112413945,Luz E.,EXTRAMURS,EL BOTANIC,39.47119092797144,-0.38404231323533,Private room,35,1,7,2023-08-30,3.50,1,39,7,
22766290,Rental unit in València · ★4.65 · Studio · 2 beds · 1.5 baths,61658448,Paula,QUATRE CARRERES,EN CORTS,39.452,-0.37155,Entire home/apt,85,30,92,2023-08-30,1.35,2,47,9,VT-44090-V
23275706,Rental unit in València · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,173266138,Rafael,CIUTAT VELLA,EL CARME,39.47822,-0.3792,Private room,73,1,132,2023-09-15,1.95,1,179,5,
22766679,Home in València · ★4.61 · 2 bedrooms · 3 beds · 2 baths,168159161,Marisol,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46913,-0.33031,Entire home/apt,119,2,173,2023-09-04,2.57,1,249,32,VT-40403-V
23291113,Rental unit in València · ★4.57 · 1 bedroom · 4 beds · 1 bath,38655875,Paloma,CIUTAT VELLA,SANT FRANCESC,39.47004,-0.37316,Entire home/apt,92,3,60,2023-09-15,0.89,1,62,5,VT-45348-V
22778959,Rental unit in València · ★4.38 · 1 bedroom · 2 beds · 1 shared bath,168285217,Cristina,QUATRE CARRERES,MONT-OLIVET,39.46108,-0.36358,Private room,36,1,53,2021-07-30,0.79,3,53,0,
22789530,Rental unit in València · ★4.70 · 2 bedrooms · 4 beds · 2 baths,75284678,Francisco Javier,L'OLIVERETA,LA FONTSANTA,39.46637,-0.40986,Private room,35,1,10,2021-09-29,0.15,1,357,0,
22792312,Condo in València · ★4.82 · 1 bedroom · 1 bed · 1 private bath,912132,David & Frank,CAMPANAR,LES TENDETES,39.48318,-0.38475,Private room,55,2,106,2023-09-03,1.58,1,97,58,
22793840,Rental unit in València · ★4.77 · 3 bedrooms · 1 bed · 2 shared baths,79305738,Sean,POBLATS MARITIMS,LA MALVA-ROSA,39.4807946,-0.3268225,Private room,50,2,31,2023-09-08,2.29,2,338,28,
23299727,Rental unit in València · ★4.86 · 1 bedroom · 1 bed · 2 baths,171559258,Luis,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45509,-0.35744,Entire home/apt,115,4,143,2023-09-12,2.15,1,77,34,VT-44669-V
22819926,Rental unit in València · ★4.84 · 1 bedroom · 1 bed · 1 bath,2312930,Celso,L'EIXAMPLE,RUSSAFA,39.45912,-0.37672,Entire home/apt,70,3,115,2022-08-04,1.68,2,0,0,VT-46274-V
23306587,Rental unit in València · ★4.82 · 1 bedroom · 1 bed · 1 bath,44987974,Carlos,CIUTAT VELLA,SANT FRANCESC,39.47205,-0.37667,Entire home/apt,108,3,71,2023-08-30,1.06,1,3,27,VT-45953-V
22820775,Rental unit in València · ★4.88 · 2 bedrooms · 2 beds · 2 baths,88645717,Sergi,EXTRAMURS,EL BOTANIC,39.47313,-0.38405,Entire home/apt,130,2,267,2023-09-13,3.91,1,289,51,VT-44361-V
23318488,Rental unit in València · ★4.88 · 2 bedrooms · 3 beds · 2 baths,933504,Anthony,CIUTAT VELLA,EL CARME,39.47838,-0.37996,Entire home/apt,108,4,59,2023-09-03,0.88,6,84,34,
22822843,Rental unit in València · ★4.78 · 2 bedrooms · 2 beds · 2 baths,41141368,Lauri,CIUTAT VELLA,EL MERCAT,39.47481,-0.37855,Entire home/apt,94,30,41,2023-08-29,0.63,1,69,5,
23320209,Rental unit in València · ★4.84 · 2 bedrooms · 3 beds · 1 bath,173661721,María José,CAMPANAR,CAMPANAR,39.47964,-0.38663,Entire home/apt,87,2,342,2023-09-15,5.09,1,100,64,VT-43808-V
23322442,Rental unit in València · ★4.93 · 3 bedrooms · 3 beds · 2 baths,54992506,Maria Angeles,CIUTAT VELLA,SANT FRANCESC,39.470387,-0.377196,Entire home/apt,253,4,58,2023-09-12,0.93,3,269,20,VT-43278-V
23330286,Rental unit in València · ★4.72 · 1 bedroom · 1 bed · 1 bath,105308414,Julia & Anastasiia,CIUTAT VELLA,EL MERCAT,39.47171,-0.37819,Entire home/apt,150,2,47,2023-08-29,0.70,5,49,12,
22827732,Loft in València · ★4.64 · 1 bedroom · 2 beds · 1 bath,3744401,Jose,CIUTAT VELLA,EL MERCAT,39.47494,-0.37905,Entire home/apt,115,4,100,2023-08-28,1.50,2,146,19,
22848092,Rental unit in València · ★4.89 · 3 bedrooms · 4 beds · 2 baths,5451704,Jacobo,L'EIXAMPLE,EL PLA DEL REMEI,39.47178,-0.36625,Entire home/apt,149,2,331,2023-09-11,4.88,1,55,80,REG VT-45391-V
23331863,Rental unit in València · ★4.78 · 3 bedrooms · 5 beds · 1 bath,35181521,A Paco,CAMPANAR,LES TENDETES,39.48463,-0.38683,Entire home/apt,104,14,27,2023-08-15,0.40,1,133,12,VT-42142-V
22854537,Rental unit in Valencia · ★4.85 · 2 bedrooms · 2 beds · 1 bath,72265286,Lola,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47200260979512,-0.3264457718897771,Entire home/apt,143,5,80,2023-09-11,1.19,3,223,17,
23347644,Rental unit in València · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,32130273,José,LA SAIDIA,TRINITAT,39.48193,-0.3705,Private room,30,1,330,2023-09-15,4.89,2,96,91,
22863875,Condo in València · ★4.62 · Studio · 1 bed · 1 bath,169138674,Andres&Sulai,CIUTAT VELLA,EL MERCAT,39.47399,-0.37929,Entire home/apt,108,3,182,2023-09-11,2.71,1,45,50,En trámite
23351415,Condo in València · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,13657284,Natalia,ALGIROS,LA CARRASCA,39.4723,-0.339,Private room,70,2,44,2023-09-08,0.65,4,89,9,
23356471,Condo in València · ★4.95 · 2 bedrooms · 3 beds · 1 bath,159096968,Jose Antonio,CAMINS AL GRAU,PENYA-ROJA,39.46166,-0.3577,Entire home/apt,150,7,43,2023-08-05,0.65,1,194,11,VT-43605-V
22871977,Rental unit in València · ★4.58 · 1 bedroom · 1 bed · 2 shared baths,33806568,Rafa Y Jorge,CIUTAT VELLA,EL PILAR,39.47475,-0.38144,Private room,37,1,338,2023-09-02,4.97,18,118,81,VT-45131-V
22881789,Rental unit in València · ★4.83 · 2 bedrooms · 2 beds · 2 baths,169321483,Jean Pierre,CIUTAT VELLA,LA SEU,39.47799,-0.37656,Entire home/apt,179,1,174,2023-09-08,2.61,2,126,20,AT-36256-V
23362928,Rental unit in València · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,32130273,José,LA SAIDIA,TRINITAT,39.48193,-0.3705,Private room,30,1,309,2023-09-13,4.57,2,87,79,
23372526,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,174203524,Nieves,EL PLA DEL REAL,JAUME ROIG,39.48186,-0.36169,Private room,35,1,24,2023-08-30,2.43,1,328,24,
22884096,Rental unit in València · ★4.97 · 2 bedrooms · 4 beds · 1 bath,169344339,Jl,CAMINS AL GRAU,LA CREU DEL GRAU,39.45907,-0.34205,Entire home/apt,171,2,29,2023-06-25,0.43,1,219,10,VT-44891-V
22892098,Rental unit in Valencia · ★3.80 · 6 bedrooms · 6 beds · 6.5 baths,52574981,Hello,POBLATS MARITIMS,BETERO,39.4698,-0.33608,Entire home/apt,166,5,15,2023-07-13,0.24,8,0,1,
22898007,Rental unit in València · ★4.77 · 2 bedrooms · 2 beds · 2 baths,9666115,Federica,CIUTAT VELLA,LA SEU,39.47646,-0.37775,Entire home/apt,184,2,26,2023-05-19,0.38,2,280,5,VT-42893-V
23377106,Rental unit in València · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,102198155,Marcellus,EXTRAMURS,ARRANCAPINS,39.46718,-0.3889,Entire home/apt,83,24,35,2023-08-08,0.52,1,296,5,
23391441,Loft in València · ★4.90 · Studio · 1 bed · 1 bath,157465081,Stéphane,EXTRAMURS,EL BOTANIC,39.47136,-0.38424,Entire home/apt,81,2,217,2023-09-04,3.21,2,12,58,VT-46239-V
22904588,Rental unit in Camins al Grau · ★4.97 · 2 bedrooms · 3 beds · 1 bath,19257139,Carmen Alina,CAMINS AL GRAU,LA CREU DEL GRAU,39.46195,-0.34624,Entire home/apt,75,3,234,2023-09-05,3.43,1,141,51,VT-42528-V
23391969,Rental unit in Valencia · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,174393126,María,LA SAIDIA,MORVEDRE,39.48547,-0.37786,Entire home/apt,142,3,104,2023-07-13,1.55,2,88,12,PGVT-3852-V
22911071,Rental unit in València · ★4.79 · 3 bedrooms · 4 beds · 1 bath,69252058,Diego,QUATRE CARRERES,EN CORTS,39.45256,-0.37213,Entire home/apt,122,1,179,2023-08-20,2.66,1,188,23,VT-44095-V
23405327,Rental unit in València · ★3.90 · 1 bedroom · 1 bed · 1 private bath,125030862,Lisbeth,QUATRE CARRERES,EN CORTS,39.45622,-0.37235,Private room,40,2,115,2023-08-26,1.73,7,38,22,
22918529,Rental unit in València · ★4.80 · 1 bedroom · 1 bed · 1 bath,1342781,Jose,ALGIROS,LA CARRASCA,39.47869,-0.35168,Entire home/apt,69,2,210,2023-09-01,3.08,2,294,57,
23412148,Rental unit in València · ★4.56 · 1 bedroom · 2 beds · 1 shared bath,174582539,Julio César,EXTRAMURS,ARRANCAPINS,39.46684,-0.38557,Private room,38,1,18,2019-03-20,0.27,4,258,0,
22925026,Rental unit in València · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,119259771,Martha Elisa,BENIMACLET,CAMI DE VERA,39.4906,-0.35932,Private room,36,3,20,2023-03-20,0.30,2,364,5,
23415232,Rental unit in València · ★4.73 · 2 bedrooms · 2 beds · 1 bath,167225127,Ismael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47117,-0.33262,Entire home/apt,99,2,249,2023-08-31,3.71,1,211,54,
23427344,Rental unit in Valencia / València · ★4.67 · 2 bedrooms · 3 beds · 1 bath,97229818,Travel Habitat,LA SAIDIA,TRINITAT,39.48044,-0.3731,Entire home/apt,179,1,6,2022-03-13,0.11,39,284,0,AT-42914-V
22931286,Serviced apartment in València · ★4.50 · 2 bedrooms · 3 beds · 2 baths,169819988,Rafael,CIUTAT VELLA,LA XEREA,39.47259,-0.37206,Entire home/apt,209,2,4,2021-10-06,0.08,1,55,0,VT 33506 V
23429608,Townhouse in València · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,64074950,Cristina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47483,-0.33225,Entire home/apt,250,4,13,2023-08-10,0.51,1,263,10,VT-50838-V
22933406,Rental unit in València · ★4.89 · 1 bedroom · 2 beds · 1 bath,17493319,Juan,CIUTAT VELLA,SANT FRANCESC,39.46939,-0.3808,Entire home/apt,72,3,260,2023-09-11,3.81,4,98,50,
22941651,Rental unit in València · ★4.87 · 3 bedrooms · 4 beds · 2 baths,159120826,Diana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47362,-0.3265,Entire home/apt,135,4,45,2023-09-13,0.71,1,49,6,
23430077,Rental unit in València · ★4.65 · 3 bedrooms · 3 beds · 1 bath,174754300,Juan Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47169,-0.33157,Entire home/apt,53,5,31,2023-09-01,0.46,1,13,6,VT-42802-V
22953251,Loft in València · ★4.35 · Studio · 1 bed · 1 bath,137557003,Francisco,CIUTAT VELLA,LA SEU,39.47476,-0.37683,Entire home/apt,46,32,84,2020-10-10,1.24,18,313,0,
23433370,Loft in València · ★4.38 · Studio · 1 bed · 1 bath,137557003,Francisco,CIUTAT VELLA,EL MERCAT,39.47291,-0.37689,Entire home/apt,46,32,102,2023-08-03,1.51,18,257,10,
22956487,Rental unit in València · 1 bedroom · 1 bed · 1 bath,156035558,Omar,CIUTAT VELLA,SANT FRANCESC,39.47163,-0.37506,Entire home/apt,169,4,0,,,1,0,0,
23433754,Rental unit in València · ★4.48 · 1 bedroom · 1 bed · 1 bath,174788914,Soraya,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46865,-0.32856,Entire home/apt,136,1,44,2023-08-20,0.66,1,343,15,VT-41716-V
23441235,Rental unit in València · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,36265067,Say,BENIMACLET,BENIMACLET,39.48637,-0.36171,Private room,19,3,107,2023-08-27,1.59,3,120,14,
22958282,Rental unit in Valencia / València · ★4.60 · 3 bedrooms · 4 beds · 1 bath,14182776,Alberto,POBLATS MARITIMS,LA MALVA-ROSA,39.47999,-0.32614,Entire home/apt,204,1,10,2023-08-25,0.39,34,1,3,AT-40729-V
23448418,Rental unit in València · ★4.94 · 1 bedroom · 1 bed · 1 private bath,101035915,Vicen,PATRAIX,PATRAIX,39.45875,-0.39054,Private room,40,4,108,2023-08-27,1.61,2,139,25,
22962175,Loft in València · ★4.87 · 1 bedroom · 1 bed · 1 bath,170145451,Somos Beatriz Y Raúl,CIUTAT VELLA,EL MERCAT,39.47154,-0.37846,Entire home/apt,110,3,83,2021-11-14,1.22,1,16,0,VT-43555-V
23468021,Rental unit in València · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,175140192,Rosa María,L'EIXAMPLE,LA GRAN VIA,39.46671,-0.36477,Entire home/apt,91,3,50,2023-09-13,0.81,1,34,9,VT-44081-V
22968768,Rental unit in València · ★4.73 · 4 bedrooms · 5 beds · 2 baths,163025274,Juana,L'EIXAMPLE,RUSSAFA,39.46151,-0.37075,Entire home/apt,115,2,244,2023-09-13,3.63,1,38,58,VT-45271-V
23471619,Rental unit in Valencia · ★4.74 · 3 bedrooms · 5 beds · 2 baths,133182981,Mirela,CAMINS AL GRAU,ALBORS,39.46702,-0.35506,Entire home/apt,189,2,231,2023-08-31,3.45,1,73,50,VT-40745-V
23474914,Rental unit in València · ★4.84 · 1 bedroom · 1 bed · 1 bath,31708005,Veronica,L'EIXAMPLE,RUSSAFA,39.46066,-0.3771,Entire home/apt,135,3,118,2023-08-19,1.77,3,262,22,VT-43220-V
22969447,Rental unit in València · ★4.85 · 1 bedroom · 4 beds · 1 bath,169916844,Federico,POBLATS DE L'OEST,BENIMAMET,39.49842,-0.41693,Entire home/apt,63,2,239,2023-09-04,3.51,1,308,36,
23478898,Rental unit in València · ★4.60 · 4 bedrooms · 4 beds · 1 bath,174906289,Anna,LA SAIDIA,MARXALENES,39.48713,-0.38418,Entire home/apt,54,2,10,2018-08-20,0.15,1,0,0,
22976910,Rental unit in València · ★4.55 · 6 bedrooms · 6 beds · 2 baths,170333894,Pepa,CIUTAT VELLA,EL MERCAT,39.4727,-0.37848,Entire home/apt,305,1,71,2023-09-06,1.07,2,318,33,VT-43924-V
23482140,Rental unit in València · ★4.94 · 2 bedrooms · 2 beds · 1 bath,175298783,Simo & Liana,CAMINS AL GRAU,LA CREU DEL GRAU,39.46177,-0.3418,Entire home/apt,80,25,53,2023-09-08,0.79,1,53,23,VT-46171-V
23494253,Rental unit in València · ★4.79 · 2 bedrooms · 3 beds · 1 bath,175431833,Amparo,L'EIXAMPLE,RUSSAFA,39.4616,-0.37309,Entire home/apt,129,1,95,2023-09-06,1.43,1,285,33,VT-44094-V
23494623,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 bath,29610078,Silvia,CAMINS AL GRAU,LA CREU DEL GRAU,39.46187,-0.34578,Entire home/apt,38,28,15,2023-08-22,0.22,19,185,3,
22981158,Rental unit in València · ★4.90 · 1 bedroom · 1 bed · 1 bath,170388125,Patxi,CIUTAT VELLA,SANT FRANCESC,39.4713648,-0.3793037,Entire home/apt,266,1,124,2023-09-10,1.84,2,274,29,VT-44635-V
23498697,Rental unit in València · ★4.77 · 1 bedroom · 2 beds · 1 shared bath,174582539,Julio César,EXTRAMURS,ARRANCAPINS,39.46504,-0.38456,Private room,40,1,13,2020-03-11,0.19,4,272,0,
23039093,Rental unit in València · ★4.85 · 2 bedrooms · 3 beds · 1 bath,170963198,Tatiana,EL PLA DEL REAL,EXPOSICIO,39.47572,-0.35932,Entire home/apt,100,1,256,2023-08-16,3.76,2,112,39,001132018004791
23501905,Rental unit in València · ★4.42 · 1 bedroom · 1 bed · 1 bath,175457858,Ivan,CIUTAT VELLA,LA XEREA,39.47345,-0.37342,Entire home/apt,128,1,97,2023-08-27,1.45,1,310,21,VT-45606-V
23048212,Rental unit in València · ★4.96 · 1 bedroom · 1 bed · 2 baths,9628889,Francisco,PATRAIX,VARA DE QUART,39.46314,-0.40258,Private room,31,1,74,2023-09-01,1.17,1,56,10,
23586153,Rental unit in València · ★4.93 · Studio · 1 bed · 1 private bath,176322338,Cristina,JESUS,LA RAIOSA,39.46042,-0.38676,Private room,120,1,15,2023-04-30,0.82,1,365,6,
23504179,Rental unit in València · ★4.73 · 3 bedrooms · 3 beds · 1 bath,98445118,Jose Manuel,EXTRAMURS,ARRANCAPINS,39.46852,-0.39109,Entire home/apt,72,3,75,2023-08-17,1.13,1,34,29,VT-44305-V
23593062,Rental unit in València · ★4.98 · 1 bedroom · 1 bed · 1 bath,176392903,Rafa,L'EIXAMPLE,RUSSAFA,39.46164,-0.37544,Entire home/apt,139,4,129,2023-09-11,1.93,1,111,29,VT-42815-V
23510274,Rental unit in València · ★4.89 · 1 bedroom · 2 beds · 1 bath,2801857,Miguel Angel,CIUTAT VELLA,EL MERCAT,39.47625,-0.38065,Entire home/apt,71,2,321,2023-09-08,4.78,1,269,87,
23511345,Rental unit in València · ★4.85 · 2 bedrooms · 3 beds · 1 bath,175433930,Amelia,CAMINS AL GRAU,CAMI FONDO,39.46457,-0.35521,Entire home/apt,89,6,247,2023-08-21,3.69,1,55,39,VT-43623-V
23600076,Rental unit in València · ★4.92 · 1 bedroom · 1 bed · 1 bath,31911857,Solana,CIUTAT VELLA,LA SEU,39.47569,-0.37604,Entire home/apt,116,2,363,2023-09-14,5.42,3,103,61,
23601279,Rental unit in València · ★4.49 · 1 bedroom · 2 beds · 1 shared bath,173553781,Belén,POBLATS DE L'OEST,BENIFERRI,39.49411,-0.4062,Private room,36,1,111,2023-08-08,1.66,2,354,24,
23512037,Rental unit in Valencia · ★4.86 · 2 bedrooms · 3 beds · 2 baths,175610912,El Porto,L'EIXAMPLE,RUSSAFA,39.46168,-0.37379,Entire home/apt,203,1,28,2022-06-29,0.42,1,297,0,VT39442V
23523942,Rental unit in València · ★4.84 · 3 bedrooms · 3 beds · 1 bath,33349148,Pere,BENIMACLET,CAMI DE VERA,39.4893,-0.35869,Entire home/apt,64,6,82,2023-08-31,1.22,1,219,4,VT-46836-V
23601976,Rental unit in València · ★4.38 · 3 bedrooms · 3 beds · 1 bath,121477479,Juan,ALGIROS,L'ILLA PERDUDA,39.4709,-0.34106,Entire home/apt,75,6,16,2022-08-28,0.25,2,0,0,
23607073,Rental unit in València · ★4.94 · 3 bedrooms · 3 beds · 2 baths,176562168,Jose Vicente,CAMINS AL GRAU,PENYA-ROJA,39.455154,-0.34255,Entire home/apt,177,3,234,2023-09-05,3.49,1,181,31,VT-45609-V
23528525,Rental unit in València · ★4.73 · 2 bedrooms · 3 beds · 1 bath,175770139,Manuel Alejandro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46733,-0.32908,Entire home/apt,89,2,13,2022-11-12,0.19,1,0,2,VT40698-V
23611031,Rental unit in València · ★4.93 · 1 bedroom · 1 bed · 3 shared baths,46927025,Ilona,CIUTAT VELLA,EL PILAR,39.47214,-0.37988,Private room,50,7,14,2023-07-16,0.21,7,347,5,
23530526,Rental unit in València · ★4.61 · 1 bedroom · 1 bed · 1 bath,175788745,Araceli,L'OLIVERETA,NOU MOLES,39.46964,-0.39837,Entire home/apt,61,4,66,2023-09-06,0.99,1,53,17,
23611661,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,29610078,Silvia,CAMINS AL GRAU,LA CREU DEL GRAU,39.46177,-0.34525,Entire home/apt,41,28,3,2019-07-31,0.05,19,312,0,VT-42119-V
23540340,Rental unit in València · ★4.33 · 2 bedrooms · 4 beds · 1 bath,109696519,Beatriz,RASCANYA,TORREFIEL,39.4932,-0.37425,Entire home/apt,38,3,104,2023-08-04,1.55,1,83,28,VT-46180-V
23617452,Rental unit in València · ★4.65 · 3 bedrooms · 3 beds · 1 bath,176699802,Javier,L'EIXAMPLE,RUSSAFA,39.45993,-0.37512,Entire home/apt,109,1,105,2023-07-31,1.57,1,312,26,VT-45759-V
23553906,Rental unit in València · ★4.53 · 2 bedrooms · 3 beds · 1 bath,106049918,Judith,CAMINS AL GRAU,ALBORS,39.46844,-0.35556,Entire home/apt,84,5,30,2021-08-15,0.45,1,0,0,
23557850,Rental unit in València · ★4.71 · 1 bedroom · 1 bed · 3 shared baths,46927025,Ilona,CIUTAT VELLA,EL MERCAT,39.47321,-0.37912,Private room,33,7,14,2023-08-28,0.22,7,351,5,
23619436,Rental unit in València · ★4.70 · 3 bedrooms · 3 beds · 1 bath,123160301,Place Your Place,EXTRAMURS,LA PETXINA,39.47002,-0.39169,Entire home/apt,109,5,64,2023-06-14,0.96,43,43,3,VT-46181-V
23559542,Rental unit in València · ★4.85 · 1 bedroom · 2 beds · 1.5 baths,100701914,Armando Y Carla,L'EIXAMPLE,RUSSAFA,39.4621,-0.3728,Entire home/apt,90,3,46,2023-08-27,0.71,1,23,6,VT-46431-V
23628576,Rental unit in València · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,48326333,Amparo,ALGIROS,L'ILLA PERDUDA,39.4716,-0.34166,Private room,30,2,45,2023-09-10,0.71,1,298,21,
23636010,Rental unit in Valencia · ★4.64 · 1 bedroom · 1 bed · 1 bath,176900144,Ana Maria,CAMPANAR,CAMPANAR,39.484,-0.39974,Entire home/apt,88,2,45,2023-04-08,0.68,1,52,5,VT-43398-V
23572110,Home in València · ★4.63 · 2 bedrooms · 4 beds · 2 baths,174887439,Giles,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47196,-0.33158,Entire home/apt,76,3,70,2020-03-02,1.05,1,0,0,VT-46122-V
23641506,Rental unit in Valencia / València · ★4.68 · 3 bedrooms · 4 beds · 2 baths,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.45583,-0.3441,Entire home/apt,169,1,50,2023-09-11,0.79,34,42,15,AT-42850-V
23573625,Rental unit in Valencia · ★4.57 · 2 bedrooms · 3 beds · 1.5 baths,123160301,Place Your Place,EXTRAMURS,LA PETXINA,39.4773,-0.39212,Entire home/apt,120,5,65,2023-06-17,0.97,43,2,6,VT 45103 V
23647340,Rental unit in València · ★4.91 · 2 bedrooms · 4 beds · 1 bath,65186237,Carlos,POBLATS DEL SUD,EL PERELLONET,39.29401,-0.28699,Entire home/apt,126,3,125,2023-09-09,1.88,1,320,15,
23576111,Rental unit in Valencia · 1 bedroom · 1 bed · 1 shared bath,30698736,Gerard,L'EIXAMPLE,RUSSAFA,39.46456,-0.37543,Private room,300,2,1,2018-03-11,0.01,1,365,0,
